orig.ident,nCount_RNA,nFeature_RNA,mouse,p28,percent_mito,log10GenesPerUMI,percent_ribo,S.Score,G2M.Score,Phase,pANN,DF_classifications,RNA_snn_res.0.2,seurat_clusters,th17_signature1,th1_signature1,th2_signature1,treg_signature1,RNA_snn_res.0.8,combined_clusters
UK-3136-5-p28floxed-471,2438,1070,5,p28floxed,1.9688269073010665,0.8944061514765136,20.467596390484,-0.010486331129894735,0.021872712711247272,G2M,0.09060402684563758,Singlet,0,1,-0.42478804338625936,0.38099966092172355,-0.1083361330761662,-0.6153842812803242,1,Th1
UK-3136-5-p28floxed-471,3590,1454,5,p28floxed,1.9498607242339834,0.8895866065633579,24.930362116991645,-0.09217123399053279,-0.09759545979272143,G1,0.1597315436241611,Singlet,0,5,-0.35667291427950426,0.2749845309631982,-0.10437459125929052,-0.48056615044333395,5,Th1
UK-3136-5-p28floxed-471,2831,1253,5,p28floxed,2.2960084775697633,0.8974522118671608,22.571529494878135,0.041340224791238236,-0.03978059262813077,S,0.13288590604026845,Singlet,0,5,-0.4503195980059577,0.6175275415731479,-0.10112281824678289,-0.758892946478567,5,Th1
UK-3136-5-p28floxed-471,4162,1657,5,p28floxed,1.77799135031235,0.8894871002555084,21.167707832772706,-0.04702320372609646,-0.09797676337850471,G1,0.17516778523489934,Singlet,0,5,-0.5025725192706154,0.4010819783318802,-0.1289155788576032,-0.26598683682126745,5,Th1
UK-3136-5-p28floxed-471,3038,1342,5,p28floxed,3.2587228439763,0.8981116120608178,23.765635286372614,0.06650434567173183,-0.058999663990197876,S,0.08120805369127516,Singlet,0,2,-0.1822992248479648,-0.17592141736106126,-0.07425663045644328,0.20375091449764482,2,Th1
UK-3136-5-p28floxed-471,3277,1375,5,p28floxed,1.8919743667989013,0.8927104904540962,21.605126640219712,0.014626253592046765,0.01908247384780487,G2M,0.2442953020134228,Singlet,0,5,-0.48777646851128426,0.45058620292614315,-0.0953554612933426,0.18986140903822402,5,Th1
UK-3136-5-p28floxed-471,3378,1568,5,p28floxed,1.7465956187092953,0.9055410211249283,21.166370633510954,-0.001586798462031358,-0.07965937880956546,G1,0.20201342281879195,Singlet,0,5,-0.5087270023895124,0.12296854238117949,-0.14118790189402994,-0.5272252449010814,5,Th1
UK-3136-5-p28floxed-471,5382,1865,5,p28floxed,2.898550724637681,0.8766358071568298,27.127461910070604,0.01494251838614169,0.01336769949943356,S,0.28120805369127516,Singlet,6,1,-0.520993457769913,-0.19575116998488584,0.2732165077780956,-0.4060695639842117,1,Th1
UK-3136-5-p28floxed-471,2319,1125,5,p28floxed,4.3122035360068995,0.9066507722028264,17.766278568348426,0.07305029789777771,-0.06310933865353269,S,0.09194630872483221,Singlet,0,2,0.19237224096675926,-0.0620828294834187,-0.097511125712276,-0.25964097385872303,2,Th1
UK-3136-5-p28floxed-471,3959,1597,5,p28floxed,2.475372568830513,0.8904041098059553,24.72846678454155,-0.08060594621175832,-0.04712578363504666,G1,0.2214765100671141,Singlet,0,5,-0.4992121510592872,0.24984115343027224,0.20026788490323805,0.40643728794992107,5,Th1
UK-3136-5-p28floxed-471,2220,1175,5,p28floxed,3.198198198198198,0.9174279850474394,16.441441441441444,-0.038541237899083605,-0.09147740209577912,G1,0.10738255033557047,Singlet,0,5,-0.4295092303872151,0.7520324426782871,0.2924949943206904,-0.2852669961685805,5,Th1
UK-3136-5-p28floxed-471,3260,1323,5,p28floxed,2.7300613496932513,0.8885187880554668,27.607361963190186,-0.08515527521329491,-0.039679021629628025,G1,0.20939597315436242,Singlet,0,1,-0.13219040607348143,-0.24779602600090228,-0.09210032770859168,0.022207945831656084,1,Th1
UK-3136-5-p28floxed-471,2882,1224,5,p28floxed,2.255378209576683,0.8925013133540088,23.247744621790424,0.05223772192769144,0.01077624150431003,S,0.13691275167785236,Singlet,0,2,-0.4384497241552828,0.5624965519308326,-0.08291958765739224,0.1370738080747751,2,Th1
UK-3136-5-p28floxed-471,2825,1350,5,p28floxed,2.336283185840708,0.907075349463821,18.30088495575221,-0.035615558183586915,-0.09836347565099482,G1,0.14496644295302014,Singlet,0,1,-0.31818575723591214,0.18217906280459317,-0.1185529050084914,-0.4242620323574568,1,Th1
UK-3136-5-p28floxed-471,3629,1398,5,p28floxed,1.956461835216313,0.883622306477427,28.1344723064205,-0.04458736278668006,-0.06340063841007108,G1,0.18389261744966443,Singlet,0,1,-0.43046662926707696,0.08321929840230491,0.19211404367026816,-0.45361742639393415,1,Th1
UK-3136-5-p28floxed-471,2980,1335,5,p28floxed,2.8187919463087248,0.8996219659721199,21.677852348993287,0.015047125953929985,-0.024010046625779408,S,0.25033557046979865,Singlet,0,2,-0.4662966726511849,-0.15428223701331062,-0.1265043813173452,-0.7426581178471466,2,Th1
UK-3136-5-p28floxed-471,2495,1166,5,p28floxed,2.2044088176352705,0.9027479722078892,25.33066132264529,-0.059445591898474204,0.04655238130879846,G2M,0.13355704697986578,Singlet,0,2,-0.44630198970656654,0.26890475765537747,-0.08441129716683575,-0.7745896373507738,2,Th1
UK-3136-5-p28floxed-471,3801,1665,5,p28floxed,1.1838989739542225,0.8998620505895858,16.62720336753486,-0.06839352950811914,-0.04307183139634235,G1,0.1651006711409396,Singlet,0,5,-0.5244719205418714,0.6219764140875821,0.1816316915891338,-0.10248923935885534,5,Th1
UK-3136-5-p28floxed-471,3008,1290,5,p28floxed,3.357712765957447,0.8942901805467809,22.174202127659576,-0.07864700750059314,-0.020497118845107354,G1,0.27046979865771814,Singlet,0,1,-0.437103283168591,-0.14065280317947948,0.2615299949886779,-0.7004266888010705,1,Th1
UK-3136-5-p28floxed-471,2874,1137,5,p28floxed,1.6701461377870561,0.8835541881131311,23.764787752261658,-0.03260045791352052,0.009444547813931475,G2M,0.1523489932885906,Singlet,0,5,-0.40185159537985476,1.2462636751500267,0.4046103827611625,-0.6303944396925738,5,Th1
UK-3136-5-p28floxed-471,2481,1160,5,p28floxed,3.305118903667876,0.9027378271684378,22.732769044740024,-0.00999237654903612,-0.07691622680589144,G1,0.16375838926174496,Singlet,0,2,-0.46701803977515066,-0.08147777492266012,-0.13697405860177667,-0.6401436689033689,2,Th1
UK-3136-5-p28floxed-471,2896,1285,5,p28floxed,2.796961325966851,0.8980600910209848,21.892265193370168,-0.08008971852103558,-0.04383859958765485,G1,0.19395973154362417,Singlet,0,2,-0.4707425769428846,-0.24462661201985286,0.5075517874114063,-0.5070159183708904,2,Th1
UK-3136-5-p28floxed-471,4090,1613,5,p28floxed,3.031784841075795,0.8881174148300623,22.665036674816626,0.008470287462936169,-0.0895473469480286,S,0.23221476510067113,Singlet,0,1,-0.2402052342777749,-0.38965944065714353,-0.13038074340430622,-0.2795271743038318,1,Th1
UK-3136-5-p28floxed-471,3153,1478,5,p28floxed,2.7909927053599746,0.9059515584995524,18.014589280050743,-0.06278602372016491,-0.12536817955167348,G1,0.17248322147651007,Singlet,0,5,-0.5007309209953766,0.42844726578147463,-0.13900982444522894,0.040062099045467536,5,Th1
UK-3136-5-p28floxed-471,4424,1613,5,p28floxed,1.8083182640144666,0.8798126792802367,25.090415913200726,0.036966928786683326,0.0720130445779695,G2M,0.16308724832214766,Singlet,0,5,-0.49447414177612686,0.24338272581311138,-0.09226747819101572,-0.025430164174960357,5,Th1
UK-3136-5-p28floxed-471,2581,1193,5,p28floxed,3.1383184812088336,0.9017677650466054,15.342890352576521,0.026078193377746695,-0.08909639354788945,S,0.15570469798657718,Singlet,0,5,-0.4472565107729923,1.0646450030884806,0.30157059581644696,-0.6571397934346745,5,Th1
UK-3136-5-p28floxed-471,2859,1257,5,p28floxed,4.582021685904162,0.8967428343180701,24.938789786638687,-0.01741515671534695,0.0025020095369784057,G2M,0.13758389261744966,Singlet,0,1,-0.11632501714473331,-0.11876154968256303,-0.10207171650945758,-0.652330261831539,1,Th1
UK-3136-5-p28floxed-471,3530,1464,5,p28floxed,2.6628895184135977,0.8922610198204044,19.23512747875354,-0.0022373544083668234,0.044199169841565744,G2M,0.21476510067114093,Singlet,0,5,-0.45341643101209633,0.16406521616161363,0.23060925541588762,-0.23802933553165773,5,Th1
UK-3136-5-p28floxed-471,2552,1300,5,p28floxed,1.6065830721003136,0.9140159735215898,14.302507836990596,0.09494148525193927,-0.051311153788149086,S,0.14496644295302014,Singlet,0,5,-0.489371451449685,0.433622337564051,-0.11842241081314908,-0.7454252487263484,5,Th1
UK-3136-5-p28floxed-471,2812,1362,5,p28floxed,3.342816500711238,0.9087164944502459,17.603129445234707,0.07981937671130136,0.024591827695926965,S,0.2557046979865772,Singlet,4,2,-0.4665690095020044,-0.378480965536931,-0.11963708225606191,0.5365362946195129,2,Th1
UK-3136-5-p28floxed-471,1105,622,5,p28floxed,1.7194570135746607,0.9179946813651813,19.366515837104075,-0.03805690638876925,0.017042891201609733,G2M,0.07181208053691275,Singlet,0,2,-0.3708930810529772,0.3531339348902197,-0.04615100244753349,-0.5762536901891303,2,Th1
UK-3136-5-p28floxed-471,2433,1179,5,p28floxed,2.013974517057131,0.9070835500359216,18.66009042334566,-0.019602581038184158,0.09565527395391799,G2M,0.09932885906040269,Singlet,0,2,-0.23550374590598985,-0.10441344576606826,0.4749177267040967,0.0820870440236866,2,Th1
UK-3136-5-p28floxed-471,3444,1370,5,p28floxed,2.2357723577235773,0.88681497630535,25.05807200929152,0.0732861066750538,0.0044673720846402365,S,0.20738255033557046,Singlet,0,2,0.29561927616088485,0.28206080251791055,-0.0940842729018426,0.08157923100002329,2,Th1
UK-3136-5-p28floxed-471,3680,1548,5,p28floxed,2.2282608695652173,0.8945336757342205,24.07608695652174,0.022416549333926464,-0.015952110084548193,S,0.1966442953020134,Singlet,0,5,-0.34206073070358195,0.5315265575475112,0.2519241019689846,-0.3826209493739489,5,Th1
